restaurant_id,name,url,address,location_neighborhood,latitude,longitude,phone,rate,votes,approx_cost_for_two,rest_type,cuisines,online_order,book_table,dish_liked,listed_in_type,listed_in_city
R0284,Atwal Reddy and Chander Eatery,https://www.zomato.com/bengaluru/restaurant-284,"26, Banashankari, Bengaluru",Banashankari,12.934593,77.557136,+916743380054,3.9,5899,250,Casual Dining,"Biryani, Desserts, Chinese",Yes,Yes,"Pizza, Burger, Noodles, Dosa, Momos",Drinks,Banashankari
R0285,Comar Group Bistro,https://www.zomato.com/bengaluru/restaurant-285,"155, Yelahanka, Bengaluru",Yelahanka,13.088919,77.588101,+911077119918,4.3,737,1000,Quick Bites,"Pizza, Burger, Cafe",Yes,No,"Cake, Butter Chicken, Paneer Tikka, Veg Thali",Delivery,Yelahanka
R0286,Dube Group Restaurant,https://www.zomato.com/bengaluru/restaurant-286,"32, BTM Layout, Bengaluru",BTM Layout,12.92893,77.599811,+913760375482,4.5,1446,400,Cafe,"Street Food, Sandwich",No,No,"Idli, Pizza, Cake, Burger, Chicken Curry",Desserts,BTM Layout
R0287,Manne Upadhyay and Mahajan Kitchen,https://www.zomato.com/bengaluru/restaurant-287,"114, Jayanagar, Bengaluru",Jayanagar,12.938396,77.58469,+912081155626,4.0,1057,600,Dhaba,Continental,Yes,No,"Chicken Curry, Pasta, Veg Thali, Tandoori, Paneer Tikka",Dine-out,Jayanagar
R0288,Subramanian-Sodhi Kitchen,https://www.zomato.com/bengaluru/restaurant-288,"72, Shivajinagar, Bengaluru",Shivajinagar,12.973534,77.604948,+918926738997,3.3,11477,500,Dhaba,"Sandwich, Desserts, Bakery",No,Yes,"Pasta, Momos, Shake, Veg Thali, Burger",Cafes,Shivajinagar
R0289,Shan PLC Restaurant,https://www.zomato.com/bengaluru/restaurant-289,"6, HSR Layout, Bengaluru",HSR Layout,12.897709,77.633935,+910894346810,2.8,6160,400,Fine Dining,"Continental, Sandwich, Desserts",Yes,Yes,"Dosa, Tandoori, Momos",Buffet,HSR Layout
R0290,Rajagopal and Sons Cafe,https://www.zomato.com/bengaluru/restaurant-290,"171, Nagarbhavi, Bengaluru",Nagarbhavi,12.975829,77.493742,+919268315893,3.7,5969,800,Quick Bites,"North Indian, Street Food",Yes,No,"Fried Rice, Pasta, Cake, Pizza",Lunch,Nagarbhavi
R0291,Trivedi Deshpande and Boase Bistro,https://www.zomato.com/bengaluru/restaurant-291,"133, Yelahanka, Bengaluru",Yelahanka,13.087958,77.583166,+916497677622,3.5,8336,250,Delivery,Burger,No,Yes,"Veg Thali, Dosa, Cake",Delivery,Yelahanka
R0292,Sachdeva-Oak Kitchen,https://www.zomato.com/bengaluru/restaurant-292,"134, Bommanahalli, Bengaluru",Bommanahalli,12.887879,77.618101,+912154544702,3.3,2378,1200,Delivery,"Fast Food, Thai, Italian",Yes,No,"Idli, Pasta, Cake, Momos, Pizza",Cafes,Bommanahalli
R0293,Loke Agate and Mandal Cafe,https://www.zomato.com/bengaluru/restaurant-293,"97, BTM Layout, Bengaluru",BTM Layout,12.907092,77.61729,+917922877725,3.1,1513,1200,Fine Dining,Italian,No,No,"Dosa, Butter Chicken, Chicken Curry, Fried Rice",Desserts,BTM Layout
R0294,Misra Suri and Dixit ,https://www.zomato.com/bengaluru/restaurant-294,"144, Basavanagudi, Bengaluru",Basavanagudi,12.93777,77.561175,+911398909837,3.5,8285,150,Quick Bites,"Street Food, Cafe, Chinese",Yes,Yes,"Biryani, Momos, Idli",Cafes,Basavanagudi
R0295,Yohannan-Sule Bistro,https://www.zomato.com/bengaluru/restaurant-295,"82, BTM Layout, Bengaluru",BTM Layout,12.908959,77.616269,+916411182422,3.9,4237,200,Casual Dining,"Street Food, Chinese, Seafood",Yes,No,"Butter Chicken, Masala Dosa, Biryani, Burger, Noodles",Dine-out,BTM Layout
R0296,Natarajan-Purohit Eatery,https://www.zomato.com/bengaluru/restaurant-296,"83, Indiranagar, Bengaluru",Indiranagar,12.981834,77.635559,+914610339937,3.9,8383,1000,Delivery,South Indian,Yes,No,"Ice Cream, Idli, Shake, Dosa",Buffet,Indiranagar
R0297,Nagy-Gulati Restaurant,https://www.zomato.com/bengaluru/restaurant-297,"78, Rajajinagar, Bengaluru",Rajajinagar,12.989145,77.553212,+919671832582,3.8,4066,1000,Delivery,"North Indian, Bakery",No,Yes,"Biryani, Paneer Tikka, Idli",Buffet,Rajajinagar
R0298,Khare Rajagopal and Kaur ,https://www.zomato.com/bengaluru/restaurant-298,"55, Hebbal, Bengaluru",Hebbal,13.049633,77.600622,+919840289141,4.6,6526,200,Dhaba,"Fast Food, North Indian, South Indian",Yes,No,"Paneer Tikka, Pasta, Ice Cream, Burger, Chicken Curry",Cafes,Hebbal
R0299,Bassi-Nadkarni Kitchen,https://www.zomato.com/bengaluru/restaurant-299,"178, Yelahanka, Bengaluru",Yelahanka,13.091826,77.596445,+912097002687,3.0,6485,1000,Quick Bites,"Seafood, Cafe",Yes,No,"Paneer Tikka, Fried Rice, Shake, Burger, Idli",Buffet,Yelahanka
R0300,Solanki Raj and Raju Cafe,https://www.zomato.com/bengaluru/restaurant-300,"50, KR Puram, Bengaluru",KR Puram,13.003355,77.683202,+917030453194,4.0,11810,300,Casual Dining,"Thai, Mughlai",No,No,"Biryani, Idli, Veg Thali",Buffet,KR Puram
R0301,Doshi Tandon and Bansal ,https://www.zomato.com/bengaluru/restaurant-301,"175, Bellandur, Bengaluru",Bellandur,12.925485,77.681521,+919921921249,4.1,3784,1000,Fine Dining,"Biryani, North Indian, Rolls",Yes,Yes,"Idli, Paneer Tikka, Masala Dosa, Dosa, Tandoori",Buffet,Bellandur
R0302,Thakkar PLC Cafe,https://www.zomato.com/bengaluru/restaurant-302,"32, Bommanahalli, Bengaluru",Bommanahalli,12.901832,77.622334,+918775803046,4.7,8773,800,Cafe,"Rolls, Street Food, North Indian",Yes,No,"Butter Chicken, Shake, Chicken Curry, Masala Dosa, Noodles",Desserts,Bommanahalli
R0303,Chaudhry-Sarraf Kitchen,https://www.zomato.com/bengaluru/restaurant-303,"8, Rajajinagar, Bengaluru",Rajajinagar,12.977654,77.558155,+917609543173,3.5,5633,150,Dhaba,Pizza,Yes,No,"Dosa, Fried Rice, Noodles, Pasta, Burger",Desserts,Rajajinagar
R0304,Vora Group Kitchen,https://www.zomato.com/bengaluru/restaurant-304,"97, HSR Layout, Bengaluru",HSR Layout,12.919872,77.642487,+915120704961,4.6,1718,150,Takeaway,Street Food,Yes,No,"Dosa, Butter Chicken",Lunch,HSR Layout
R0305,Dhawan Group ,https://www.zomato.com/bengaluru/restaurant-305,"7, Basavanagudi, Bengaluru",Basavanagudi,12.930475,77.582359,+917859311091,3.4,9763,300,Takeaway,North Indian,Yes,No,"Ice Cream, Veg Thali, Chicken Curry, Tandoori, Momos",Cafes,Basavanagudi
R0306,Dubey Borde and Singh Cafe,https://www.zomato.com/bengaluru/restaurant-306,"150, Malleshwaram, Bengaluru",Malleshwaram,13.00073,77.574439,+916854982274,3.4,9934,500,Cafe,"Fast Food, Pizza",Yes,Yes,"Butter Chicken, Pasta, Pizza",Dine-out,Malleshwaram
R0307,Nigam-Rao ,https://www.zomato.com/bengaluru/restaurant-307,"178, Indiranagar, Bengaluru",Indiranagar,12.970522,77.650376,+917959959465,3.3,2708,200,Delivery,"South Indian, Bakery, Thai",Yes,No,"Noodles, Pasta, Dosa",Desserts,Indiranagar
R0308,Buch Narasimhan and Walla Kitchen,https://www.zomato.com/bengaluru/restaurant-308,"93, Koramangala, Bengaluru",Koramangala,12.939363,77.630297,+910150812473,4.5,10393,1200,Dhaba,"Biryani, Pizza",Yes,Yes,"Shake, Ice Cream, Noodles, Masala Dosa, Dosa",Buffet,Koramangala
R0309,Nadig-Sura Kitchen,https://www.zomato.com/bengaluru/restaurant-309,"6, BTM Layout, Bengaluru",BTM Layout,12.907535,77.600324,+912615347355,4.0,10878,250,Takeaway,"Fast Food, Seafood",No,No,"Burger, Noodles, Biryani",Delivery,BTM Layout
R0310,Banik Biswas and Keer Kitchen,https://www.zomato.com/bengaluru/restaurant-310,"196, Whitefield, Bengaluru",Whitefield,12.959133,77.762625,+919938425304,4.2,2121,1000,Takeaway,Biryani,No,Yes,"Cake, Shake, Chicken Curry, Tandoori, Idli",Delivery,Whitefield
R0311,Mani Karan and Chana Bistro,https://www.zomato.com/bengaluru/restaurant-311,"178, Banashankari, Bengaluru",Banashankari,12.93433,77.550247,+917774969033,4.2,3375,800,Dhaba,Sandwich,Yes,No,"Tandoori, Cake, Masala Dosa, Paneer Tikka, Fried Rice",Desserts,Banashankari
R0312,Chaudhari-Chaudhry Kitchen,https://www.zomato.com/bengaluru/restaurant-312,"76, Electronic City, Bengaluru",Electronic City,12.837651,77.673312,+917853907895,4.7,7031,800,Delivery,Thai,No,No,"Pasta, Dosa, Pizza, Ice Cream",Drinks,Electronic City
R0313,Ganesan-Mistry Bistro,https://www.zomato.com/bengaluru/restaurant-313,"132, Banashankari, Bengaluru",Banashankari,12.920111,77.543271,+918143111508,4.2,3331,500,Casual Dining,Street Food,Yes,No,"Paneer Tikka, Dosa, Cake",Cafes,Banashankari
R0314,Batra LLC Cafe,https://www.zomato.com/bengaluru/restaurant-314,"104, Bannerghatta Road, Bengaluru",Bannerghatta Road,12.880867,77.601106,+916907826333,3.5,7823,300,Takeaway,"Biryani, Continental",No,No,"Biryani, Momos, Tandoori, Chicken Curry",Dinner,Bannerghatta Road
R0315,Memon LLC Restaurant,https://www.zomato.com/bengaluru/restaurant-315,"79, Rajajinagar, Bengaluru",Rajajinagar,12.998957,77.550392,+910755366684,4.1,5392,1200,Quick Bites,Bakery,Yes,Yes,"Noodles, Veg Thali, Tandoori, Chicken Curry, Paneer Tikka",Dine-out,Rajajinagar
R0316,Sankar-Dhingra Cafe,https://www.zomato.com/bengaluru/restaurant-316,"146, Rajajinagar, Bengaluru",Rajajinagar,12.992246,77.564974,+917412182097,3.9,489,250,Casual Dining,"Mughlai, Rolls, Biryani",Yes,No,"Dosa, Ice Cream, Noodles, Fried Rice, Butter Chicken",Cafes,Rajajinagar
R0317,Wali Group Eatery,https://www.zomato.com/bengaluru/restaurant-317,"101, BTM Layout, Bengaluru",BTM Layout,12.908591,77.614887,+912128671632,4.3,3419,400,Delivery,Street Food,No,Yes,"Cake, Tandoori",Cafes,BTM Layout
R0318,Gole Garde and Gill Kitchen,https://www.zomato.com/bengaluru/restaurant-318,"103, Shivajinagar, Bengaluru",Shivajinagar,12.977889,77.607503,+919385977790,3.8,1542,400,Fine Dining,"Cafe, Biryani",No,No,"Pizza, Veg Thali",Cafes,Shivajinagar
R0319,Raja PLC ,https://www.zomato.com/bengaluru/restaurant-319,"146, Basavanagudi, Bengaluru",Basavanagudi,12.945991,77.5841,+911603248413,3.1,8135,600,Dhaba,Bakery,Yes,No,"Burger, Chicken Curry, Veg Thali",Delivery,Basavanagudi
R0320,Khosla Tank and Dhar Eatery,https://www.zomato.com/bengaluru/restaurant-320,"7, Nagarbhavi, Bengaluru",Nagarbhavi,12.959457,77.512996,+911765636004,4.4,1928,250,Cafe,"Bakery, Street Food",No,No,"Paneer Tikka, Noodles, Butter Chicken",Dinner,Nagarbhavi
R0321,Shenoy Ltd Bistro,https://www.zomato.com/bengaluru/restaurant-321,"190, HSR Layout, Bengaluru",HSR Layout,12.899076,77.643611,+916210427523,4.2,11754,150,Fine Dining,"Street Food, Continental, Burger",Yes,No,"Burger, Pasta, Biryani, Momos",Buffet,HSR Layout
R0322,Sharaf-Kumer Restaurant,https://www.zomato.com/bengaluru/restaurant-322,"64, Brookefield, Bengaluru",Brookefield,12.967445,77.71713,+915331060053,4.1,11190,200,Casual Dining,"Italian, Mughlai, Desserts",Yes,No,"Butter Chicken, Biryani, Pasta, Ice Cream, Noodles",Dine-out,Brookefield
R0323,Andra Shroff and Mani Kitchen,https://www.zomato.com/bengaluru/restaurant-323,"60, Bannerghatta Road, Bengaluru",Bannerghatta Road,12.861411,77.59307,+913155206506,2.4,3535,800,Casual Dining,Seafood,Yes,No,"Pasta, Noodles, Tandoori, Veg Thali",Cafes,Bannerghatta Road
R0324,Dugar Borah and Sathe Kitchen,https://www.zomato.com/bengaluru/restaurant-324,"154, Brookefield, Bengaluru",Brookefield,12.961817,77.699218,+915625257150,3.4,10020,1200,Delivery,Bakery,No,No,"Masala Dosa, Idli, Burger, Pizza",Desserts,Brookefield
R0325,Mistry-Samra Bistro,https://www.zomato.com/bengaluru/restaurant-325,"21, Sarjapur, Bengaluru",Sarjapur,12.864024,77.701251,+910257432630,3.7,3950,1200,Delivery,North Indian,Yes,Yes,"Momos, Fried Rice",Cafes,Sarjapur
R0326,Krishna Shan and Mittal Restaurant,https://www.zomato.com/bengaluru/restaurant-326,"139, Rajajinagar, Bengaluru",Rajajinagar,12.994508,77.563815,+910339685270,2.8,1108,800,Quick Bites,"Bakery, Desserts, North Indian",Yes,Yes,"Shake, Pasta, Fried Rice",Dine-out,Rajajinagar
R0327,Rajagopalan Group Restaurant,https://www.zomato.com/bengaluru/restaurant-327,"78, BTM Layout, Bengaluru",BTM Layout,12.905367,77.60031,+914973471566,3.8,2798,800,Delivery,"Biryani, Pizza, Chinese",No,No,"Veg Thali, Momos, Burger, Cake, Idli",Lunch,BTM Layout
R0328,Khalsa Group Restaurant,https://www.zomato.com/bengaluru/restaurant-328,"66, Nagarbhavi, Bengaluru",Nagarbhavi,12.960976,77.518613,+916747468971,4.2,5509,250,Fine Dining,"North Indian, Mughlai",No,Yes,"Dosa, Momos, Pizza, Paneer Tikka, Cake",Dine-out,Nagarbhavi
R0329,Parmer Merchant and Merchant Eatery,https://www.zomato.com/bengaluru/restaurant-329,"10, BTM Layout, Bengaluru",BTM Layout,12.901725,77.62095,+911692364587,3.3,10453,500,Fine Dining,"Thai, Burger, Mughlai",Yes,No,"Ice Cream, Cake, Pasta, Fried Rice, Pizza",Lunch,BTM Layout
R0330,Randhawa LLC Bistro,https://www.zomato.com/bengaluru/restaurant-330,"117, Yelahanka, Bengaluru",Yelahanka,13.10757,77.588571,+912439920116,3.2,6565,1200,Quick Bites,Thai,Yes,No,"Pizza, Paneer Tikka",Dine-out,Yelahanka
R0331,Bawa PLC Restaurant,https://www.zomato.com/bengaluru/restaurant-331,"192, Yelahanka, Bengaluru",Yelahanka,13.093086,77.590367,+916402701168,4.0,6879,400,Fine Dining,"Mughlai, Desserts, Bakery",No,Yes,"Idli, Cake",Dine-out,Yelahanka
R0332,Taneja Mangat and Karpe Restaurant,https://www.zomato.com/bengaluru/restaurant-332,"52, Malleshwaram, Bengaluru",Malleshwaram,12.993692,77.55673,+910234679121,3.4,4852,200,Delivery,"Fast Food, Sandwich",Yes,No,"Veg Thali, Noodles",Delivery,Malleshwaram
R0333,Pandey Kanda and Gupta Kitchen,https://www.zomato.com/bengaluru/restaurant-333,"25, Rajajinagar, Bengaluru",Rajajinagar,12.97609,77.548043,+913806984775,3.3,9952,600,Cafe,"Italian, North Indian",Yes,No,"Paneer Tikka, Biryani",Drinks,Rajajinagar
R0334,Krishna Devan and Chatterjee ,https://www.zomato.com/bengaluru/restaurant-334,"103, Rajajinagar, Bengaluru",Rajajinagar,12.999705,77.56923,+912091843579,2.9,11292,800,Takeaway,"Mughlai, Rolls, South Indian",No,No,"Shake, Idli, Biryani, Fried Rice",Desserts,Rajajinagar
R0335,Baral More and Sastry ,https://www.zomato.com/bengaluru/restaurant-335,"157, Koramangala, Bengaluru",Koramangala,12.949785,77.638226,+911567164932,3.9,8570,1200,Dhaba,"North Indian, Thai",Yes,Yes,"Shake, Veg Thali",Dinner,Koramangala
R0336,Patla Ltd Restaurant,https://www.zomato.com/bengaluru/restaurant-336,"55, HSR Layout, Bengaluru",HSR Layout,12.90564,77.644092,+912116025643,4.5,11832,400,Fine Dining,"Street Food, Fast Food, Rolls",No,No,"Masala Dosa, Fried Rice",Delivery,HSR Layout
R0337,Chana LLC ,https://www.zomato.com/bengaluru/restaurant-337,"98, KR Puram, Bengaluru",KR Puram,12.994073,77.695536,+918633414111,4.6,5624,1200,Casual Dining,"Burger, Chinese, Seafood",Yes,No,"Dosa, Shake, Ice Cream",Drinks,KR Puram
R0338,Sagar-Gill Cafe,https://www.zomato.com/bengaluru/restaurant-338,"174, Jayanagar, Bengaluru",Jayanagar,12.9414,77.597422,+912899316087,3.3,5226,250,Dhaba,"North Indian, Desserts, South Indian",Yes,Yes,"Ice Cream, Chicken Curry, Shake",Dinner,Jayanagar
R0339,Deo PLC Eatery,https://www.zomato.com/bengaluru/restaurant-339,"162, KR Puram, Bengaluru",KR Puram,13.003674,77.697544,+913746052330,4.7,2983,800,Fine Dining,South Indian,No,No,"Momos, Tandoori, Idli, Pizza",Dine-out,KR Puram
R0340,Wali-Thaker Restaurant,https://www.zomato.com/bengaluru/restaurant-340,"180, Koramangala, Bengaluru",Koramangala,12.936638,77.619622,+918612590472,3.8,9506,250,Delivery,"Burger, Thai, Mughlai",No,No,"Dosa, Tandoori, Momos, Pizza, Cake",Dine-out,Koramangala
R0341,Gala-Kurian Eatery,https://www.zomato.com/bengaluru/restaurant-341,"46, BTM Layout, Bengaluru",BTM Layout,12.908144,77.617551,+910185962630,4.0,1996,300,Delivery,"North Indian, Thai, Italian",No,No,"Ice Cream, Chicken Curry, Burger",Dine-out,BTM Layout
R0342,Merchant-Nigam Kitchen,https://www.zomato.com/bengaluru/restaurant-342,"22, Brookefield, Bengaluru",Brookefield,12.965456,77.721175,+911783099974,3.7,11416,200,Dhaba,"Chinese, Street Food, Mughlai",Yes,No,"Veg Thali, Cake, Biryani, Butter Chicken",Dinner,Brookefield
R0343,Sidhu Inc Bistro,https://www.zomato.com/bengaluru/restaurant-343,"136, Brookefield, Bengaluru",Brookefield,12.964182,77.706851,+917189813129,3.6,11440,250,Quick Bites,Italian,No,No,"Dosa, Burger, Ice Cream, Chicken Curry",Delivery,Brookefield
R0344,Kara Ltd Cafe,https://www.zomato.com/bengaluru/restaurant-344,"94, Indiranagar, Bengaluru",Indiranagar,12.967264,77.631987,+918260340848,3.2,7339,250,Takeaway,Chinese,No,No,"Butter Chicken, Dosa, Idli, Paneer Tikka",Drinks,Indiranagar
R0345,Ranganathan Pau and Chana Restaurant,https://www.zomato.com/bengaluru/restaurant-345,"35, Sarjapur, Bengaluru",Sarjapur,12.873723,77.701504,+919839542961,4.1,9058,400,Cafe,"Rolls, Sandwich, Biryani",No,No,"Butter Chicken, Fried Rice",Dine-out,Sarjapur
R0346,Atwal-Lalla ,https://www.zomato.com/bengaluru/restaurant-346,"96, Basavanagudi, Bengaluru",Basavanagudi,12.941282,77.588142,+919892625660,3.9,9939,300,Quick Bites,"Bakery, Continental, Biryani",Yes,Yes,"Paneer Tikka, Noodles",Delivery,Basavanagudi
R0347,Dasgupta Sha and Pillay Restaurant,https://www.zomato.com/bengaluru/restaurant-347,"97, KR Puram, Bengaluru",KR Puram,13.006451,77.681479,+911128497185,5.0,11526,1200,Dhaba,"Chinese, Thai, Seafood",Yes,No,"Pizza, Fried Rice, Paneer Tikka, Biryani",Cafes,KR Puram
R0348,Lala Raj and Prabhu Restaurant,https://www.zomato.com/bengaluru/restaurant-348,"67, MG Road, Bengaluru",MG Road,12.963572,77.606139,+910822269405,4.8,11641,300,Fine Dining,"Mughlai, Fast Food",No,No,"Pasta, Ice Cream, Masala Dosa, Momos",Dinner,MG Road
R0349,Kaur Group Cafe,https://www.zomato.com/bengaluru/restaurant-349,"105, JP Nagar, Bengaluru",JP Nagar,12.905969,77.57882,+915111312901,3.6,4733,1000,Delivery,"Sandwich, Desserts",Yes,No,"Chicken Curry, Tandoori, Fried Rice, Pizza",Dine-out,JP Nagar
R0350,Narang PLC ,https://www.zomato.com/bengaluru/restaurant-350,"109, Banashankari, Bengaluru",Banashankari,12.925534,77.552354,+918538909728,3.6,3737,250,Quick Bites,"Rolls, Italian, Mughlai",Yes,Yes,"Noodles, Biryani",Drinks,Banashankari
R0351,Bhatnagar Ltd Restaurant,https://www.zomato.com/bengaluru/restaurant-351,"1, Indiranagar, Bengaluru",Indiranagar,12.976082,77.637173,+919634807970,3.6,5878,150,Takeaway,"Italian, Seafood",No,No,"Pasta, Idli, Momos",Cafes,Indiranagar
R0352,Mittal-Rege Eatery,https://www.zomato.com/bengaluru/restaurant-352,"51, Malleshwaram, Bengaluru",Malleshwaram,12.991315,77.563192,+911882617024,4.3,3754,800,Delivery,"Fast Food, Mughlai, Thai",Yes,No,"Idli, Chicken Curry",Drinks,Malleshwaram
R0353,Dey Inc ,https://www.zomato.com/bengaluru/restaurant-353,"51, Yelahanka, Bengaluru",Yelahanka,13.112266,77.597393,+911340266502,5.0,10965,300,Delivery,"Italian, Street Food",Yes,Yes,"Burger, Pizza, Cake, Masala Dosa, Noodles",Lunch,Yelahanka
R0354,Modi Group Restaurant,https://www.zomato.com/bengaluru/restaurant-354,"40, Banashankari, Bengaluru",Banashankari,12.927104,77.555795,+915803056906,3.8,7917,400,Cafe,"Continental, Seafood, Mughlai",No,Yes,"Pizza, Idli, Tandoori, Ice Cream, Biryani",Lunch,Banashankari
R0355,Chatterjee and Sons ,https://www.zomato.com/bengaluru/restaurant-355,"27, Marathahalli, Bengaluru",Marathahalli,12.962628,77.704277,+918923923126,4.0,678,400,Casual Dining,Pizza,Yes,No,"Idli, Paneer Tikka, Fried Rice, Shake",Buffet,Marathahalli
R0356,Deshmukh Rama and Setty Eatery,https://www.zomato.com/bengaluru/restaurant-356,"16, MG Road, Bengaluru",MG Road,12.966589,77.630631,+918604145456,3.4,4096,500,Quick Bites,"Bakery, Sandwich",Yes,Yes,"Fried Rice, Pasta, Shake, Noodles",Buffet,MG Road
R0357,Zachariah-Saini Cafe,https://www.zomato.com/bengaluru/restaurant-357,"78, Indiranagar, Bengaluru",Indiranagar,12.983213,77.635449,+911108255598,3.8,9957,500,Casual Dining,"Burger, Cafe",Yes,Yes,"Chicken Curry, Burger",Lunch,Indiranagar
R0358,Dubey Sachdeva and Chaudhary Bistro,https://www.zomato.com/bengaluru/restaurant-358,"159, HSR Layout, Bengaluru",HSR Layout,12.923216,77.627815,+915473820236,4.5,9069,400,Dhaba,"Italian, South Indian, Biryani",Yes,No,"Veg Thali, Idli, Dosa",Dinner,HSR Layout
R0359,Reddy-Mammen Cafe,https://www.zomato.com/bengaluru/restaurant-359,"12, Brookefield, Bengaluru",Brookefield,12.96462,77.725225,+919036788127,3.6,8394,600,Takeaway,Burger,No,No,"Tandoori, Pasta, Biryani, Dosa, Momos",Cafes,Brookefield
R0360,Prabhakar and Sons Restaurant,https://www.zomato.com/bengaluru/restaurant-360,"76, BTM Layout, Bengaluru",BTM Layout,12.907122,77.5999,+914812308340,5.0,10529,250,Cafe,North Indian,Yes,No,"Tandoori, Pasta, Paneer Tikka, Pizza, Chicken Curry",Buffet,BTM Layout
R0361,Saxena-Keer Cafe,https://www.zomato.com/bengaluru/restaurant-361,"22, Brookefield, Bengaluru",Brookefield,12.972501,77.727586,+918426945005,2.7,3642,400,Casual Dining,Rolls,Yes,Yes,"Biryani, Cake",Delivery,Brookefield
R0362,Chaudhary-Pillai Bistro,https://www.zomato.com/bengaluru/restaurant-362,"162, Bannerghatta Road, Bengaluru",Bannerghatta Road,12.878773,77.592059,+916273652717,2.6,3023,800,Casual Dining,"Cafe, Biryani, Street Food",Yes,Yes,"Shake, Paneer Tikka, Noodles",Dinner,Bannerghatta Road
R0363,Parmer Bhat and Rao Eatery,https://www.zomato.com/bengaluru/restaurant-363,"26, Bannerghatta Road, Bengaluru",Bannerghatta Road,12.861812,77.589061,+918209166010,3.8,10609,150,Casual Dining,"Fast Food, Rolls",Yes,Yes,"Noodles, Dosa, Pizza, Butter Chicken, Pasta",Cafes,Bannerghatta Road
R0364,Gupta-Das Bistro,https://www.zomato.com/bengaluru/restaurant-364,"114, Jayanagar, Bengaluru",Jayanagar,12.943958,77.586789,+912457230848,5.0,2066,150,Dhaba,Italian,Yes,Yes,"Dosa, Noodles, Pizza, Fried Rice",Cafes,Jayanagar
R0365,Chand-Kala Cafe,https://www.zomato.com/bengaluru/restaurant-365,"58, Whitefield, Bengaluru",Whitefield,12.970146,77.759995,+916172131451,3.4,10137,500,Quick Bites,North Indian,Yes,Yes,"Biryani, Fried Rice, Chicken Curry",Buffet,Whitefield
R0366,Bail Bedi and Nath Kitchen,https://www.zomato.com/bengaluru/restaurant-366,"70, MG Road, Bengaluru",MG Road,12.965133,77.617559,+917541022526,4.2,7368,800,Dhaba,"Fast Food, Bakery",Yes,Yes,"Momos, Pasta, Cake",Lunch,MG Road
R0367,Dass PLC ,https://www.zomato.com/bengaluru/restaurant-367,"86, Bannerghatta Road, Bengaluru",Bannerghatta Road,12.864754,77.583313,+912366878878,3.6,8835,300,Delivery,Fast Food,Yes,No,"Cake, Shake, Masala Dosa, Noodles, Fried Rice",Lunch,Bannerghatta Road
R0368,Biswas PLC Bistro,https://www.zomato.com/bengaluru/restaurant-368,"122, Sarjapur, Bengaluru",Sarjapur,12.863736,77.692405,+912105524728,3.2,6948,300,Casual Dining,"Pizza, Chinese, Rolls",Yes,Yes,"Biryani, Noodles, Pasta, Burger",Dine-out,Sarjapur
R0369,Kalita and Sons Kitchen,https://www.zomato.com/bengaluru/restaurant-369,"38, Whitefield, Bengaluru",Whitefield,12.983662,77.756019,+915213109622,4.4,7746,250,Fine Dining,"North Indian, Bakery",Yes,No,"Butter Chicken, Idli, Dosa, Fried Rice",Lunch,Whitefield
R0370,Divan-Agate Bistro,https://www.zomato.com/bengaluru/restaurant-370,"42, Bannerghatta Road, Bengaluru",Bannerghatta Road,12.86652,77.604042,+910667849843,2.8,6991,250,Cafe,"North Indian, Desserts, Italian",Yes,No,"Butter Chicken, Pasta, Burger",Lunch,Bannerghatta Road
R0371,Dhillon-De Eatery,https://www.zomato.com/bengaluru/restaurant-371,"43, Jayanagar, Bengaluru",Jayanagar,12.938094,77.580812,+910563411159,3.4,5546,150,Casual Dining,Pizza,Yes,Yes,"Burger, Dosa, Veg Thali, Fried Rice, Pasta",Delivery,Jayanagar
R0372,Krishna Ghosh and Choudhary Kitchen,https://www.zomato.com/bengaluru/restaurant-372,"146, HSR Layout, Bengaluru",HSR Layout,12.902957,77.624229,+919097005140,3.3,5893,400,Delivery,"Biryani, Rolls",Yes,No,"Fried Rice, Paneer Tikka",Lunch,HSR Layout
R0373,Bal Deep and Aurora Eatery,https://www.zomato.com/bengaluru/restaurant-373,"151, Bannerghatta Road, Bengaluru",Bannerghatta Road,12.867075,77.584486,+910422711332,4.9,11822,250,Takeaway,"Italian, Seafood, Bakery",Yes,No,"Tandoori, Pizza",Dine-out,Bannerghatta Road
R0374,Khanna-Naik Bistro,https://www.zomato.com/bengaluru/restaurant-374,"161, Rajajinagar, Bengaluru",Rajajinagar,12.983925,77.559704,+917102481717,4.0,5189,250,Cafe,"South Indian, Mughlai",Yes,Yes,"Noodles, Dosa, Pizza",Cafes,Rajajinagar
R0375,Ghosh LLC Bistro,https://www.zomato.com/bengaluru/restaurant-375,"125, Shivajinagar, Bengaluru",Shivajinagar,12.9827,77.588677,+910546692758,5.0,10283,500,Cafe,Street Food,Yes,No,"Masala Dosa, Paneer Tikka, Veg Thali, Shake",Lunch,Shivajinagar
R0376,Date Ltd Cafe,https://www.zomato.com/bengaluru/restaurant-376,"97, Sarjapur, Bengaluru",Sarjapur,12.859903,77.697922,+912961367157,3.1,7725,1000,Dhaba,"South Indian, Rolls, Pizza",No,Yes,"Pizza, Idli",Delivery,Sarjapur
